-0.754701 -0.126994
0.436723 0.98721
-0.335559 -0.403128
0.511677 -0.830372
0.125196 -0.92312
-0.237187 -0.645877
0.275057 0.492952
-0.596213 -0.00382757
0.395225 -0.0819951
0.522953 -0.311878
-0.575059 0.172058
0.140643 0.010828
0.892267 0.941378
0.898631 -0.361063
-0.112565 0.260341
-0.821549 -0.337907
-0.566263 0.526115
-0.0642452 0.931532
0.0635575 0.573547
0.33824 0.867778
-0.67623 -0.422437
-0.33345 0.0118473
0.358493 -0.792041
-0.544822 0.5484
0.503501 -0.990519
0.400473 0.391161
0.643401 -0.171413
0.344684 -0.0476092
0.410485 -0.394956
-0.829896 0.610808
0.435945 -0.723464
0.53026 0.774951
-0.0947012 -0.869431
-0.857797 -0.622076
-0.461541 0.840179
0.314725 0.138782
0.541333 -0.263989
-0.746679 0.926783
-0.396922 -0.367636
-0.461776 -0.553653
0.996722 -0.288546
0.403597 -0.960803
0.448697 0.488608
0.753121 0.929702
0.655377 -0.421029
-0.758441 -0.588653
0.935031 -0.351174
-0.442408 0.41536
-0.882998 -0.715645
0.897007 -0.816654
0.804553 -0.792174
0.466468 -0.611952
-0.166001 0.913437
-0.03177 -0.548286
-0.866454 -0.082524
-0.0404327 -0.121373
0.116076 -0.107193
0.64407 -0.536141
0.888968 -0.603943
-0.765481 0.0178424
0.411396 -0.955066
0.0405315 -0.0524186
-0.431692 -0.851975
-0.297243 0.289002
-0.933964 0.152851
-0.344128 -0.342514
-0.994931 -0.979985
0.404102 0.579047
0.681507 0.849699
0.297324 -0.27585
-0.847002 -0.183379
0.277074 0.0689316
0.733069 0.683597
-0.0931853 0.770736
-0.982371 -0.227906
-0.391225 -0.179407
0.279503 -0.881537
-0.587731 0.0157013
0.884196 0.421802
-7.50642e-05 -0.390769
0.388027 0.0165561
-0.944694 -0.290874
-0.403566 0.139917
0.817335 0.115998
0.315959 -0.191325
0.595352 0.254105
0.871243 -0.792523
0.367826 -0.962367
0.533735 0.0931024
-0.635595 -0.756453
-0.51032 0.747604
-0.0856804 0.985943
-0.65816 -0.185457
0.345928 -0.603362
-0.314801 -0.787666
0.166557 0.24149
0.127183 -0.540554
0.275537 0.00812354
0.155522 0.328157
-0.984402 0.49219
-0.777577 -0.135717
-0.789604 0.0274803
0.855018 -0.494965
0.042991 0.629001
-0.125291 -0.73151
0.0884195 0.263943
0.0799016 -0.313689
-0.277786 0.487214
-0.00172365 0.153933
-0.502356 -0.532729
0.339062 0.464578
-0.758287 -0.886662
0.178307 0.197949
-0.799698 0.163029
0.108782 0.0112479
0.51557 0.703917
-0.188573 -0.672886
-0.094618 -0.87491
-0.199915 -0.0348038
-0.790436 -0.195949
-0.688815 -0.605897
0.35767 0.246933
0.122912 0.89853
0.497105 -0.330187
0.974836 0.410118
0.0104814 0.327258
-0.488195 0.325178
-0.228772 -0.109883
0.400691 -0.449445
0.373513 0.914322
0.383238 0.440647
0.675576 -0.569955
0.263313 0.31169
0.576464 -0.142697
-0.274801 0.878977
0.578988 -0.800982
0.796745 -0.768618
0.763303 0.591931
-0.124892 0.745533
-0.994934 0.0636138
0.50399 0.496882
0.631248 -0.558505
0.322629 0.0319856
-0.460226 -0.0837734
0.403882 0.548041
-0.247206 -0.65673
0.979365 -0.75756
0.376863 0.977203
-0.455523 -0.555646
-0.731717 0.414309
-0.412049 -0.342647
0.922642 -0.0505497
0.555059 -0.700593
-0.889223 -0.350566
0.798481 -0.865458
-0.231694 0.960956
-0.323167 0.496502
-0.875802 -0.201808
-0.0793017 -0.305784
0.849783 0.422043
0.00532099 -0.315671
0.259902 -0.903578
0.46584 -0.642357
-0.24825 -0.0094005
-0.404526 -0.288224
-0.513904 -0.967985
-0.677507 -0.193278
0.874215 0.779931
-0.376529 0.696061
-0.881284 0.703318
0.7663 -0.595644
0.566758 0.760275
-0.0328681 -0.671424
-0.0184002 -0.417419
0.483798 -0.0367792
-0.65274 -0.00355439
0.359864 0.307962
0.128012 -0.374285
-0.603834 -0.626855
-0.0413484 0.930461
0.69101 -0.549907
0.804794 0.673563
0.299128 0.794992
-0.721052 -0.640573
0.0684465 0.559824
0.914638 -0.0312343
0.190681 0.601589
0.986542 0.0753546
0.927244 -0.440529
0.431182 -0.633751
-0.361135 -0.406107
0.394459 -0.675019
-0.238829 -0.345789
0.0458817 0.444215
-0.35282 -0.756745
-0.996025 0.314097
-0.0282037 0.474669
0.774777 0.226473
